Aphrika	Afrika
13 ñiqin qhulla puquy killapi	13 januari
Birmingham	Birmingham
14 ñiqin qhulla puquy killapi	14 januari
15 ñiqin qhulla puquy killapi	15 januari
16 ñiqin qhulla puquy killapi	16 januari
17 ñiqin qhulla puquy killapi	17 januari
18 ñiqin qhulla puquy killapi	18 januari
19 ñiqin qhulla puquy killapi	19 januari
20 ñiqin qhulla puquy killapi	20 januari
21 ñiqin qhulla puquy killapi	21 januari
22 ñiqin qhulla puquy killapi	22 januari
23 ñiqin qhulla puquy killapi	23 januari
Rumaki qhapaq llaqta	Romerska kejsardömet
24 ñiqin qhulla puquy killapi	24 januari
25 ñiqin qhulla puquy killapi	25 januari
Minsk	Minsk
26 ñiqin qhulla puquy killapi	26 januari
Microsoft	Microsoft
27 ñiqin qhulla puquy killapi	27 januari
28 ñiqin qhulla puquy killapi	28 januari
29 ñiqin qhulla puquy killapi	29 januari
30 ñiqin qhulla puquy killapi	30 januari
31 ñiqin qhulla puquy killapi	31 januari
Prutun	Proton
2 ñiqin qhapaq raymi killapi	2 december
1 ñiqin qhapaq raymi killapi	1 december
3 ñiqin qhapaq raymi killapi	3 december
7 ñiqin qhapaq raymi killapi	7 december
5 ñiqin qhapaq raymi killapi	5 december
8 ñiqin qhapaq raymi killapi	8 december
10 ñiqin qhapaq raymi killapi	10 december
6 ñiqin qhapaq raymi killapi	6 december
9 ñiqin qhapaq raymi killapi	9 december
Pink Floyd	Pink Floyd
4 ñiqin qhapaq raymi killapi	4 december
1 ñiqin hatun puquy killapi	1 februari
2 ñiqin hatun puquy killapi	2 februari
Yanuna kachi	Natriumklorid
3 ñiqin hatun puquy killapi	3 februari
Kurów	Kurów
4 ñiqin hatun puquy killapi	4 februari
5 ñiqin hatun puquy killapi	5 februari
6 ñiqin hatun puquy killapi	6 februari
7 ñiqin hatun puquy killapi	7 februari
8 ñiqin hatun puquy killapi	8 februari
9 ñiqin hatun puquy killapi	9 februari
10 ñiqin hatun puquy killapi	10 februari
Chaqllisinchi	Kemi
14 ñiqin hatun puquy killapi	14 februari
13 ñiqin hatun puquy killapi	13 februari
15 ñiqin hatun puquy killapi	15 februari
11 ñiqin hatun puquy killapi	11 februari
12 ñiqin hatun puquy killapi	12 februari
Robin van Persie	Robin van Persie
19 ñiqin hatun puquy killapi	19 februari
17 ñiqin hatun puquy killapi	17 februari
16 ñiqin hatun puquy killapi	16 februari
18 ñiqin hatun puquy killapi	18 februari
20 ñiqin hatun puquy killapi	20 februari
Niwtrun	Neutron
21 ñiqin hatun puquy killapi	21 februari
22 ñiqin hatun puquy killapi	22 februari
23 ñiqin hatun puquy killapi	23 februari
24 ñiqin hatun puquy killapi	24 februari
25 ñiqin hatun puquy killapi	25 februari
26 ñiqin hatun puquy killapi	26 februari
27	27
27 ñiqin hatun puquy killapi	27 februari
28 ñiqin hatun puquy killapi	28 februari
11 ñiqin qhapaq raymi killapi	11 december
29 ñiqin hatun puquy killapi	29 februari
12 ñiqin qhapaq raymi killapi	12 december
13 ñiqin qhapaq raymi killapi	13 december
14 ñiqin qhapaq raymi killapi	14 december
15 ñiqin qhapaq raymi killapi	15 december
2 ñiqin pawqar waray killapi	2 mars
3 ñiqin pawqar waray killapi	3 mars
5 ñiqin pawqar waray killapi	5 mars
1 ñiqin pawqar waray killapi	1 mars
7 ñiqin pawqar waray killapi	7 mars
8 ñiqin pawqar waray killapi	8 mars
4 ñiqin pawqar waray killapi	4 mars
10 ñiqin pawqar waray killapi	10 mars
11 ñiqin pawqar waray killapi	11 mars
6 ñiqin pawqar waray killapi	6 mars
13 ñiqin pawqar waray killapi	13 mars
9 ñiqin pawqar waray killapi	9 mars
12 ñiqin pawqar waray killapi	12 mars
15 ñiqin pawqar waray killapi	15 mars
14 ñiqin pawqar waray killapi	14 mars
16 ñiqin qhapaq raymi killapi	16 december
17 ñiqin qhapaq raymi killapi	17 december
16 ñiqin pawqar waray killapi	16 mars
17 ñiqin pawqar waray killapi	17 mars
18 ñiqin pawqar waray killapi	18 mars
Jaroslavl	Jaroslavl
19 ñiqin pawqar waray killapi	19 mars
1989	1989
1988	1988
20 ñiqin pawqar waray killapi	20 mars
1987	1987
1986	1986
1985	1985
1984	1984
21 ñiqin pawqar waray killapi	21 mars
1983	1983
22 ñiqin pawqar waray killapi	22 mars
1982	1982
1981	1981
18 ñiqin qhapaq raymi killapi	18 december
1980	1980
23 ñiqin pawqar waray killapi	23 mars
Mugadishu	Mogadishu
19 ñiqin qhapaq raymi killapi	19 december
24 ñiqin pawqar waray killapi	24 mars
25 ñiqin pawqar waray killapi	25 mars
20 ñiqin qhapaq raymi killapi	20 december
26 ñiqin pawqar waray killapi	26 mars
27 ñiqin pawqar waray killapi	27 mars
28 ñiqin pawqar waray killapi	28 mars
29 ñiqin pawqar waray killapi	29 mars
30 ñiqin pawqar waray killapi	30 mars
31 ñiqin pawqar waray killapi	31 mars
Nassau	Nassau, Bahamas
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Binidiktu XVI	Benedictus XVI
15 ñiqin ayriway killapi	15 april
13 ñiqin ayriway killapi	13 april
12 ñiqin ayriway killapi	12 april
14 ñiqin ayriway killapi	14 april
11 ñiqin ayriway killapi	11 april
10 ñiqin ayriway killapi	10 april
8 ñiqin ayriway killapi	8 april
9 ñiqin ayriway killapi	9 april
7 ñiqin ayriway killapi	7 april
6 ñiqin ayriway killapi	6 april
5 ñiqin ayriway killapi	5 april
4 ñiqin ayriway killapi	4 april
3 ñiqin ayriway killapi	3 april
1 ñiqin ayriway killapi	1 april
2 ñiqin ayriway killapi	2 april
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 ñiqin ayriway killapi	16 april
17 ñiqin ayriway killapi	17 april
18 ñiqin ayriway killapi	18 april
19 ñiqin ayriway killapi	19 april
20 ñiqin ayriway killapi	20 april
21 ñiqin ayriway killapi	21 april
22 ñiqin ayriway killapi	22 april
23 ñiqin ayriway killapi	23 april
24 ñiqin ayriway killapi	24 april
Gerhard Schröder	Gerhard Schröder
25 ñiqin ayriway killapi	25 april
26 ñiqin ayriway killapi	26 april
27 ñiqin ayriway killapi	27 april
28 ñiqin ayriway killapi	28 april
29 ñiqin ayriway killapi	29 april
30 ñiqin ayriway killapi	30 april
Killa Satiliti	Måne
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 ñiqin aymuray killapi	1 maj
2 ñiqin aymuray killapi	2 maj
3 ñiqin aymuray killapi	3 maj
4 ñiqin aymuray killapi	4 maj
5 ñiqin aymuray killapi	5 maj
6 ñiqin aymuray killapi	6 maj
7 ñiqin aymuray killapi	7 maj
8 ñiqin aymuray killapi	8 maj
9 ñiqin aymuray killapi	9 maj
10 ñiqin aymuray killapi	10 maj
11 ñiqin aymuray killapi	11 maj
12 ñiqin aymuray killapi	12 maj
13 ñiqin aymuray killapi	13 maj
14 ñiqin aymuray killapi	14 maj
15 ñiqin aymuray killapi	15 maj
16 ñiqin aymuray killapi	16 maj
17 ñiqin aymuray killapi	17 maj
18 ñiqin aymuray killapi	18 maj
19 ñiqin aymuray killapi	19 maj
20 ñiqin aymuray killapi	20 maj
21 ñiqin aymuray killapi	21 maj
22 ñiqin aymuray killapi	22 maj
23 ñiqin aymuray killapi	23 maj
24 ñiqin aymuray killapi	24 maj
25 ñiqin aymuray killapi	25 maj
26 ñiqin aymuray killapi	26 maj
27 ñiqin aymuray killapi	27 maj
28 ñiqin aymuray killapi	28 maj
29 ñiqin aymuray killapi	29 maj
30 ñiqin aymuray killapi	30 maj
31 ñiqin aymuray killapi	31 maj
Paul MacCartney	Paul McCartney
21 ñiqin qhapaq raymi killapi	21 december
Piyu XII	Pius XII
Erich Honecker	Erich Honecker
SS Lazio	SS Lazio
14 ñiqin inti raymi killapi	14 juni
15 ñiqin inti raymi killapi	15 juni
13 ñiqin inti raymi killapi	13 juni
10 ñiqin inti raymi killapi	10 juni
7 ñiqin inti raymi killapi	7 juni
11 ñiqin inti raymi killapi	11 juni
9 ñiqin inti raymi killapi	9 juni
12 ñiqin inti raymi killapi	12 juni
6 ñiqin inti raymi killapi	6 juni
8 ñiqin inti raymi killapi	8 juni
5 ñiqin inti raymi killapi	5 juni
3 ñiqin inti raymi killapi	3 juni
2 ñiqin inti raymi killapi	2 juni
1 ñiqin inti raymi killapi	1 juni
4 ñiqin inti raymi killapi	4 juni
Napoli	Neapel
22 ñiqin qhapaq raymi killapi	22 december
SSC Napoli	SSC Napoli
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
16 ñiqin inti raymi killapi	16 juni
Palermo	Palermo
30 ñiqin inti raymi killapi	30 juni
29 ñiqin inti raymi killapi	29 juni
28 ñiqin inti raymi killapi	28 juni
26 ñiqin inti raymi killapi	26 juni
25 ñiqin inti raymi killapi	25 juni
22 ñiqin inti raymi killapi	22 juni
27 ñiqin inti raymi killapi	27 juni
24 ñiqin inti raymi killapi	24 juni
20 ñiqin inti raymi killapi	20 juni
Paul von Hindenburg	Paul von Hindenburg
23 ñiqin inti raymi killapi	23 juni
19 ñiqin inti raymi killapi	19 juni
18 ñiqin inti raymi killapi	18 juni
21 ñiqin inti raymi killapi	21 juni
17 ñiqin inti raymi killapi	17 juni
23 ñiqin qhapaq raymi killapi	23 december
Wilhelm II	Vilhelm II av Tyskland
Parma	Parma
Vladimir	Vladimir, Ryssland
15 ñiqin anta situwa killapi	15 juli
13 ñiqin anta situwa killapi	13 juli
12 ñiqin anta situwa killapi	12 juli
10 ñiqin anta situwa killapi	10 juli
9 ñiqin anta situwa killapi	9 juli
14 ñiqin anta situwa killapi	14 juli
8 ñiqin anta situwa killapi	8 juli
Parma FC	Parma FC
7 ñiqin anta situwa killapi	7 juli
6 ñiqin anta situwa killapi	6 juli
5 ñiqin anta situwa killapi	5 juli
2 ñiqin anta situwa killapi	2 juli
4 ñiqin anta situwa killapi	4 juli
3 ñiqin anta situwa killapi	3 juli
1 ñiqin anta situwa killapi	1 juli
11 ñiqin anta situwa killapi	11 juli
24 ñiqin qhapaq raymi killapi	24 december
31 ñiqin anta situwa killapi	31 juli
30 ñiqin anta situwa killapi	30 juli
29 ñiqin anta situwa killapi	29 juli
28 ñiqin anta situwa killapi	28 juli
27 ñiqin anta situwa killapi	27 juli
25 ñiqin anta situwa killapi	25 juli
24 ñiqin anta situwa killapi	24 juli
23 ñiqin anta situwa killapi	23 juli
26 ñiqin anta situwa killapi	26 juli
22 ñiqin anta situwa killapi	22 juli
19 ñiqin anta situwa killapi	19 juli
21 ñiqin anta situwa killapi	21 juli
20 ñiqin anta situwa killapi	20 juli
17 ñiqin anta situwa killapi	17 juli
18 ñiqin anta situwa killapi	18 juli
16 ñiqin anta situwa killapi	16 juli
Piluta hayt'ay	Fotboll
AS Roma	AS Roma
25 ñiqin qhapaq raymi killapi	25 december
Siena	Siena
1963	1963
Lech Kaczyński	Lech Kaczyński
26 ñiqin qhapaq raymi killapi	26 december
Ulukawstu	Förintelsen
1962	1962
14 ñiqin chakra yapuy killapi	14 augusti
15 ñiqin chakra yapuy killapi	15 augusti
13 ñiqin chakra yapuy killapi	13 augusti
12 ñiqin chakra yapuy killapi	12 augusti
11 ñiqin chakra yapuy killapi	11 augusti
10 ñiqin chakra yapuy killapi	10 augusti
8 ñiqin chakra yapuy killapi	8 augusti
7 ñiqin chakra yapuy killapi	7 augusti
9 ñiqin chakra yapuy killapi	9 augusti
5 ñiqin chakra yapuy killapi	5 augusti
4 ñiqin chakra yapuy killapi	4 augusti
2 ñiqin chakra yapuy killapi	2 augusti
3 ñiqin chakra yapuy killapi	3 augusti
6 ñiqin chakra yapuy killapi	6 augusti
1 ñiqin chakra yapuy killapi	1 augusti
Grimm wawqikuna	Bröderna Grimm
27 ñiqin qhapaq raymi killapi	27 december
Madrid	Madrid
Elton John	Elton John
16 ñiqin chakra yapuy killapi	16 augusti
29 ñiqin chakra yapuy killapi	29 augusti
28 ñiqin chakra yapuy killapi	28 augusti
30 ñiqin chakra yapuy killapi	30 augusti
25 ñiqin chakra yapuy killapi	25 augusti
26 ñiqin chakra yapuy killapi	26 augusti
23 ñiqin chakra yapuy killapi	23 augusti
27 ñiqin chakra yapuy killapi	27 augusti
21 ñiqin chakra yapuy killapi	21 augusti
20 ñiqin chakra yapuy killapi	20 augusti
24 ñiqin chakra yapuy killapi	24 augusti
18 ñiqin chakra yapuy killapi	18 augusti
17 ñiqin chakra yapuy killapi	17 augusti
22 ñiqin chakra yapuy killapi	22 augusti
19 ñiqin chakra yapuy killapi	19 augusti
31 ñiqin chakra yapuy killapi	31 augusti
Michael Jackson	Michael Jackson
28 ñiqin qhapaq raymi killapi	28 december
Chhulli	Influensa
Bogotá	Bogotá
Brasilia	Brasília
15 ñiqin tarpuy killapi	15 september
14 ñiqin tarpuy killapi	14 september
13 ñiqin tarpuy killapi	13 september
12 ñiqin tarpuy killapi	12 september
8 ñiqin tarpuy killapi	8 september
11 ñiqin tarpuy killapi	11 september
7 ñiqin tarpuy killapi	7 september
10 ñiqin tarpuy killapi	10 september
5 ñiqin tarpuy killapi	5 september
4 ñiqin tarpuy killapi	4 september
9 ñiqin tarpuy killapi	9 september
2 ñiqin tarpuy killapi	2 september
6 ñiqin tarpuy killapi	6 september
1 ñiqin tarpuy killapi	1 september
3 ñiqin tarpuy killapi	3 september
29 ñiqin qhapaq raymi killapi	29 december
Aleksandr Lukașenko	Aleksandr Lukasjenko
Limaq	Lima
30 ñiqin tarpuy killapi	30 september
29 ñiqin tarpuy killapi	29 september
28 ñiqin tarpuy killapi	28 september
27 ñiqin tarpuy killapi	27 september
26 ñiqin tarpuy killapi	26 september
25 ñiqin tarpuy killapi	25 september
Chili Santiyayu	Santiago de Chile
23 ñiqin tarpuy killapi	23 september
22 ñiqin tarpuy killapi	22 september
24 ñiqin tarpuy killapi	24 september
21 ñiqin tarpuy killapi	21 september
20 ñiqin tarpuy killapi	20 september
18 ñiqin tarpuy killapi	18 september
17 ñiqin tarpuy killapi	17 september
19 ñiqin tarpuy killapi	19 september
16 ñiqin tarpuy killapi	16 september
Kitu	Quito
30 ñiqin qhapaq raymi killapi	30 december
Chuqichaka	Sucre
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
31 ñiqin qhapaq raymi killapi	31 december
1 ñiqin kantaray killapi	1 oktober
15 ñiqin kantaray killapi	15 oktober
12 ñiqin kantaray killapi	12 oktober
10 ñiqin kantaray killapi	10 oktober
14 ñiqin kantaray killapi	14 oktober
9 ñiqin kantaray killapi	9 oktober
8 ñiqin kantaray killapi	8 oktober
13 ñiqin kantaray killapi	13 oktober
7 ñiqin kantaray killapi	7 oktober
11 ñiqin kantaray killapi	11 oktober
6 ñiqin kantaray killapi	6 oktober
4 ñiqin kantaray killapi	4 oktober
5 ñiqin kantaray killapi	5 oktober
3 ñiqin kantaray killapi	3 oktober
2 ñiqin kantaray killapi	2 oktober
Asunción	Asunción
Kawra	Tamget
Chiku	Kalv (ungdjur)
31 ñiqin kantaray killapi	31 oktober
30 ñiqin kantaray killapi	30 oktober
29 ñiqin kantaray killapi	29 oktober
28 ñiqin kantaray killapi	28 oktober
26 ñiqin kantaray killapi	26 oktober
25 ñiqin kantaray killapi	25 oktober
24 ñiqin kantaray killapi	24 oktober
27 ñiqin kantaray killapi	27 oktober
22 ñiqin kantaray killapi	22 oktober
23 ñiqin kantaray killapi	23 oktober
20 ñiqin kantaray killapi	20 oktober
21 ñiqin kantaray killapi	21 oktober
19 ñiqin kantaray killapi	19 oktober
17 ñiqin kantaray killapi	17 oktober
16 ñiqin kantaray killapi	16 oktober
18 ñiqin kantaray killapi	18 oktober
Heidelberg	Heidelberg
Darmstadt	Darmstadt
Kathidral	Katedral
Qispi kay	Frihet
15 ñiqin ayamarq'a killapi	15 november
14 ñiqin ayamarq'a killapi	14 november
13 ñiqin ayamarq'a killapi	13 november
12 ñiqin ayamarq'a killapi	12 november
11 ñiqin ayamarq'a killapi	11 november
10 ñiqin ayamarq'a killapi	10 november
7 ñiqin ayamarq'a killapi	7 november
8 ñiqin ayamarq'a killapi	8 november
9 ñiqin ayamarq'a killapi	9 november
6 ñiqin ayamarq'a killapi	6 november
5 ñiqin ayamarq'a killapi	5 november
4 ñiqin ayamarq'a killapi	4 november
3 ñiqin ayamarq'a killapi	3 november
2 ñiqin ayamarq'a killapi	2 november
1 ñiqin ayamarq'a killapi	1 november
Paramaribo	Paramaribo
30 ñiqin ayamarq'a killapi	30 november
29 ñiqin ayamarq'a killapi	29 november
28 ñiqin ayamarq'a killapi	28 november
27 ñiqin ayamarq'a killapi	27 november
26 ñiqin ayamarq'a killapi	26 november
25 ñiqin ayamarq'a killapi	25 november
23 ñiqin ayamarq'a killapi	23 november
24 ñiqin ayamarq'a killapi	24 november
21 ñiqin ayamarq'a killapi	21 november
20 ñiqin ayamarq'a killapi	20 november
22 ñiqin ayamarq'a killapi	22 november
19 ñiqin ayamarq'a killapi	19 november
18 ñiqin ayamarq'a killapi	18 november
17 ñiqin ayamarq'a killapi	17 november
16 ñiqin ayamarq'a killapi	16 november
Belmopan	Belmopan
Carolus Magnus	Karl den store
San José (Kustarika)	San José, Costa Rica
San Salvador	San Salvador
Canberra	Canberra
Sydney	Sydney
Q'umir	Grön
Melbourne	Melbourne
Puka	Röd
Perth	Perth, Western Australia
Nina	Eld
Pusitrun	Positron
Wayra pacha	Jordens atmosfär
Tegucigalpa	Tegucigalpa
Winnipeg qucha	Winnipegsjön
Managua	Managua
Panama llaqta	Panama City
George Orwell	George Orwell
Trento	Trento
Nabus	Brassica rapa
Nilu mayu	Nilen
Chuqichinchay warani	Sirius
Ancona	Ancona
Perugia	Perugia
Qarawasu	Påfågelciklid
Wakupa	Cichla
Kungu mayu	Kongofloden
Bari	Bari
Niqir mayu	Niger (flod)
Potenza	Potenza
Rabat	Rabat
Aquchinchay	Komet
Tunis	Tunis
Tripoli	Tripoli
Antofagasta	Antofagasta
Tehran	Teheran
Adis Ababa	Addis Abeba
Jakarta	Jakarta
Warmi suwa challwa	Mesonauta festivus
Ankara	Ankara
Niamey	Niamey
Kalama	Calama
Riyad	Riyadh
1961	1961
Beograd	Belgrad
Dakar	Dakar
Wisaw	Bissau
1960	1960
Hawa wat'a	Java
Accra	Accra
Dimashq	Damaskus
Ransis Wayana	Franska Guyana
Chillán	Chillán
Awqaq sipaskuna mayu	Amazonfloden
Abuja	Abuja
Amman	Amman
Tübingen	Tübingen
Yaoundé	Yaoundé
Coyhaique	Coyhaique
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Kigali	Kigali
Puriq quyllurcha	Asteroid
Dodoma	Dodoma
Qhupiyapu	Copiapó
Nairobi	Nairobi
Kukimpu	Coquimbo
Lusaka	Lusaka
Catanzaro	Catanzaro
Maputu	Maputo
Kampala	Kampala
Luanda	Luanda
Muruni	Moroni
Galisya	Galicien
Yachay wasi	Skola
Yachay suntur	Universitet
Gaborone	Gaborone
Grace Kelly	Grace Kelly
Wikipidiya:Allinmi hamusqaykichik	Wikipedia:Välkommen till Wikipedia
Kantawriya	Kantabrien
Wasi	Hus
Awstralya allpa pacha	Australien (kontinent)
Sinchi kaq	Maskinvara
Qillqanancha kamay	Algebra
Yuskadi	Baskien (autonom region)
Runap kurkun	Människans anatomi
Nawarra	Navarra
Mayu	Flod
Paul Simon	Paul Simon
Osasco	Osasco
Aragun	Aragonien
36 kñ	36 f.Kr.
20 kñ	20 f.Kr.
40 kñ	40 f.Kr.
39 kñ	39 f.Kr.
Urnu ñawch'i	Kap Horn
37 kñ	37 f.Kr.
22 kñ	22 f.Kr.
38 kñ	38 f.Kr.
Glasgow	Glasgow
28 kñ	28 f.Kr.
18 kñ	18 f.Kr.
15 kñ	15 f.Kr.
33 kñ	33 f.Kr.
30 kñ	30 f.Kr.
12 kñ	12 f.Kr.
Dong Hoi antanka pampa	Dong Hoi flygplats
Ch'usaq pacha	Rymden
45 kñ	45 f.Kr.
46 kñ	46 f.Kr.
41 kñ	41 f.Kr.
49 kñ	49 f.Kr.
42 kñ	42 f.Kr.
25 kñ	25 f.Kr.
47 kñ	47 f.Kr.
10 kñ	10 f.Kr.
Michel Platini	Michel Platini
Katiguriya:Wiñay kawsay (Uruwayi)	Kategori:Uruguays historia
Curitiba	Curitiba
Katiguriya:Umalliq (Khiniya)	Kategori:Guineas presidenter
Sach'a-sach'a	Skog
Katiguriya:Wiñay kawsay (Nihun)	Kategori:Japans historia
Katiguriya:1888	Kategori:1888
Piyu VIII	Pius VIII
Binidiktu XV	Benedictus XV
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
Talka	Talca
Piruwpa wallqanqan	Perus statsvapen
Andalién	Andalién
Jonathan Winters	Jonathan Winters
Katiguriya:Wiñay kawsay (Hurdanya)	Kategori:Jordaniens historia
Katiguriya:1421	Kategori:1421
Katiguriya:1481	Kategori:1481
Sean Connery	Sean Connery
Iyobpa qillqasqan	Job
Rimakuykunamanta qillqasqa	Ordspråksboken
Rancagua	Rancagua
Khunfuqi	Konfucius
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Karnawal	Karneval
Katiguriya:Yupana	Kategori:Matematik
Katiguriya:Wallpasqa rimay	Kategori:Konstgjorda språk
Aymara simi	Aymara (språk)
Pharuy	Färöarna
Mohamed Morsi	Muhammad Mursi
107 kñ	107 f.Kr.
Claude Debussy	Claude Debussy
143 kñ	143 f.Kr.
Barquisimeto	Barquisimeto
Le Corbusier	Le Corbusier
126 kñ	126 f.Kr.
116 kñ	116 f.Kr.
136 kñ	136 f.Kr.
Tapyamach'aqway	Maskgroddjur
Katiguriya:Umalliq (Unduras)	Kategori:Honduras presidenter
113 kñ	113 f.Kr.
Q'isa	Rede
140 kñ	140 f.Kr.
150 kñ	150 f.Kr.
Tunu	Kolonn (arkitektur)
Katiguriya:Paqarisqa 1888	Kategori:Födda 1888
130 kñ	130 f.Kr.
1488	1488
Iwru	Euro
Amirikanu dollar	Amerikansk dollar
Allpapura hatun qucha	Medelhavet
Larry Page	Larry Page
Piruwpa llaqta takin	Somos libres, seámoslo siempre
Hangzhou	Hangzhou
Kristiyanu iñiy	Kristendom
1004	1004
Aoraki Urqu	Aoraki/Mount Cook
Seattle (Washington)	Seattle
Berlin pirqa	Berlinmuren
Arrus	Ris
Baltimore (Maryland)	Baltimore
Céline Dion	Céline Dion
Allpa pacha	Världsdelar och kontinenter
Adelaide	Adelaide
Pisqu	Fåglar
Uma llaqta	Huvudstad
Munsun (Ispaña)	Monzón
Gujarati simi	Gujarati
Purtuyis simi	Portugisiska
Killa pacha	Månad
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Q'aytu kuru	Rundmaskar
1949	1949
Almazán	Almazán
Huang Xianfan	Huang Xianfan
Qhichwa simi	Quechua
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Q'ispi umiña	Diamant
Bill Gates	Bill Gates
Nihun simi	Japanska
Ñit'isqa ñawra phiruru	DVD
Qhapaq p'anqa	Portal:Huvudsida
1959	1959
1957	1957
Pinchikilla kurur	Induktor
Saratow	Saratov
1214	1214
1215	1215
Isanka rump'u	Basket
1216	1216
Sirp'i pukllay	Cricket
1217	1217
1218	1218
David Bowie	David Bowie
Antawa llallinakuy	Bilsport
1219	1219
Apuwasinyuq pukllaykuna	Olympiska spelen
1220	1220
1221	1221
1222	1222
1223	1223
Iwrasya	Eurasien
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
Yangsi mayu	Yangtze
1231	1231
1232	1232
Missouri mayu	Missourifloden
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
Francisco Goya	Francisco de Goya
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalaya
Antikuna	Anderna
Treviso	Treviso
1247	1247
1248	1248
Kaspi hatun qucha	Kaspiska havet
1249	1249
1250	1250
Erie qucha	Eriesjön
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
Ñansa qucha	Victoriasjön
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
Tanganika qucha	Tanganyikasjön
1263	1263
Paygal qucha	Bajkalsjön
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
Sahtu qucha	Stora Björnsjön
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
Malawi qucha	Malawisjön
1278	1278
1279	1279
1280	1280
1281	1281
Hatun Isklaw qucha	Stora Slavsjön
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Salvador Dalí	Salvador Dalí
Albrecht Dürer	Albrecht Dürer
Vincent van Gogh	Vincent van Gogh
Frida Kahlo	Frida Kahlo
Miguel Angel	Michelangelo
Pablo Picasso	Pablo Picasso
Raffaello Sanzio	Rafael (konstnär)
Rembrandt van Rijn	Rembrandt
Peter Paul Rubens	Peter Paul Rubens
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Ranpana	Buss
Fra Angelico	Fra Angelico
Sandro Botticelli	Sandro Botticelli
Miguel de Cervantes	Miguel Cervantes
Babilun	Babylon
Anton Chekhov	Anton Tjechov
Charles Dickens	Charles Dickens
Åland	Åland
Katalunya	Katalonien
1306	1306
1307	1307
Valencia suyu	Valencia (autonom region)
1308	1308
1309	1309
La Rioja	La Rioja (autonom region)
1310	1310
1311	1311
1312	1312
1313	1313
Adolphe Thiers	Adolphe Thiers
Kastilla Liyunpas	Kastilien och León
1314	1314
1315	1315
1316	1316
1317	1317
Kastilla Manchapas	Kastilien-La Mancha
1318	1318
Madrid suyu	Madrid (autonom region)
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
Murcia suyu	Murcia (autonom region)
1324	1324
1325	1325
Ikstrimadura	Extremadura
1326	1326
Andalusiya	Andalusien
Petra	Petra (stad)
1327	1327
Everton FC	Everton FC
1328	1328
Makka	Mecka
Ernesto Guevara	Che Guevara
Novak Djokovic	Novak Đoković
Kanarya wat'akuna	Kanarieöarna
Mao Zedong	Mao Zedong
Córdoba (Ispaña)	Córdoba, Spanien
Xi'an	Xi'an
Toledo	Toledo, Spanien
Q'ipina	Ryggsäck
Qata	Filt (textil)
Chichen Itza	Chichén Itzá
Yuquy	Samlag
Gabriel García Márquez	Gabriel García Márquez
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Rakha	Slida
Kusi-kusi	Hjulspindlar
Tamil simi	Tamil
Yuquypi aypay	Orgasm
Yachay wayllukuy	Filosofi
